Depot A 1 traded 1 product A for 14$. New balance is 119, stock remaining is 34
Depot C 40 traded 1 product C for 6$. New balance is 64, stock remaining is 34
Depot C 40 traded 1 product C for 6$. New balance is 70, stock remaining is 33
Depot C 40 traded 1 product C for 6$. New balance is 76, stock remaining is 32
Depot C 40 traded 1 product C for 6$. New balance is 82, stock remaining is 31
Depot C 40 traded 1 product C for 6$. New balance is 88, stock remaining is 30
Depot C 40 traded 1 product C for 6$. New balance is 94, stock remaining is 29
Depot C 40 traded 1 product C for 6$. New balance is 100, stock remaining is 28
Depot C 40 traded 1 product C for 6$. New balance is 106, stock remaining is 27
Depot C 40 traded 1 product C for 6$. New balance is 112, stock remaining is 26
Depot C 40 traded 1 product C for 6$. New balance is 118, stock remaining is 25
Depot C 40 traded 1 product C for 6$. New balance is 124, stock remaining is 24
Depot C 40 traded 1 product C for 6$. New balance is 130, stock remaining is 23
Depot C 40 traded 1 product C for 6$. New balance is 136, stock remaining is 22
Depot C 40 traded 1 product C for 6$. New balance is 142, stock remaining is 21
Depot C 40 traded 1 product C for 6$. New balance is 148, stock remaining is 20
Depot C 40 traded 1 product C for 6$. New balance is 154, stock remaining is 19
Depot C 40 traded 1 product C for 6$. New balance is 160, stock remaining is 18
Depot C 40 traded 1 product C for 6$. New balance is 166, stock remaining is 17
Depot C 40 traded 1 product C for 6$. New balance is 172, stock remaining is 16
Depot C 40 traded 1 product C for 6$. New balance is 178, stock remaining is 15
Depot C 43 traded 1 product C for 14$. New balance is 88, stock remaining is 37
Depot C 43 traded 1 product C for 14$. New balance is 102, stock remaining is 36
Depot C 43 traded 1 product C for 14$. New balance is 116, stock remaining is 35
Depot C 43 traded 1 product C for 14$. New balance is 130, stock remaining is 34
Depot C 43 traded 1 product C for 14$. New balance is 144, stock remaining is 33
Depot C 43 traded 1 product C for 14$. New balance is 158, stock remaining is 32
Depot C 43 traded 1 product C for 14$. New balance is 172, stock remaining is 31
Depot C 43 traded 1 product C for 14$. New balance is 186, stock remaining is 30
Depot C 43 traded 1 product C for 14$. New balance is 200, stock remaining is 29
Depot C 43 traded 1 product C for 14$. New balance is 214, stock remaining is 28
Depot C 43 traded 1 product C for 14$. New balance is 228, stock remaining is 27
Depot C 43 traded 1 product C for 14$. New balance is 242, stock remaining is 26
Depot C 43 traded 1 product C for 14$. New balance is 256, stock remaining is 25
Depot C 43 traded 1 product C forDepot A 4 traded 1 product A for 18$. New balance is 94, stock remaining is 23
Depot A 4 traded 1 product A for 18$. New balance is 112, stock remaining is 22
Depot A 4 traded 1 product A for 18$. New balance is 130, stock remaining is 21
Depot A 4 traded 1 product A for 18$. New balance is 148, stock remaining is 20
Depot A 4 traded 1 product A for 18$. New balance is 166, stock remaining is 19
Depot A 4 traded 1 product A for 18$. New balance is 184, stock remaining is 18
Depot A 4 traded 1 product A for 18$. New balance is 202, stock remaining is 17
Depot A 4 traded 1 product A for 18$. New balance is 220, stock remaining is 16
Depot A 4 traded 1 product A for 18$. New balance is 238, stock remaining is 15
Depot A 5 traded 1 product A for 12$. New balance is 97, stock remaining is 32
Depot A 5 traded 1 product A for 12$. New balance is 109, stock remaining is 31
Depot A 5 traded 1 product A for 12$. New balance is 121, stock remaining is 30
Depot A 5 traded 1 product A for 12$. New balance is 133, stock remaining is 29
Depot A 5 traded 1 product A for 12$. New balance is 145, stock remaining is 28
Depot A 5 traded 1 product A for 12$. New balance is 157, stock remaining is 27
Depot A 5 traded 1 product A for 12$. New balance is 169, stock remaining is 26
Depot A 5 traded 1 product A for 12$. New balance is 181, stock remaining is 25
Depot A 5 traded 1 product A for 12$. New balance is 193, stock remaining is 24
Depot A 5 traded 1 product A for 12$. New balance is 205, stock remaining is 23
Depot A 5 traded 1 product A for 12$. New balance is 217, stock remaining is 22
Depot A 5 traded 1 product A for 12$. New balance is 229, stock remaining is 21
Depot A 5 traded 1 product A for 12$. New balance is 241, stock remaining is 20
Depot A 5 traded 1 product A for 12$. New balance is 253, stock remaining is 19
Depot A 5 traded 1 product A for 12$. New balance is 265, stock remaining is 18
Depot A 5 traded 1 product A for 12$. New balance is 277, stock remaining is 17
Depot A 5 traded 1 product A for 12$. New balance is 289, stock remaining is 16
Depot A 5 traded 1 product A for 12$. New balance is 301, stock remaining is 15
Depot A 7 traded 1 product A for 10$. New balance is 67, stock remaining is 22
Depot A 7 traded 1 product A for 10$. New balance is 77, stock remaining is 21
Depot A 7 traded 1 product A for 10$. New balance is 87, stock remaining is 20
Depot A 7 traded 1 product A for 10$. New balance is 97, stock remaining is 19
Depot A 7 traded 1 product A for 10$. New balance is 107, stock remaining is 18
Depot A 7 traded 1 product A for 10$. New balance is 117, stock remaining is 17
Depot A 7 traded 1 product A for 10$. New balance is 127, stock remaining is 16
Depot A 7 traded 1 product A for 10$. New balance is 137, stock remaining is 15
Depot A 8 traded 1 product A for 8$. New balance is 89, stock remaining is 23
Depot A 8 traded 1 product A for 8$. New balance is 97, stock remaining is 22
Depot A 8 traded 1 product A for 8$. New balance is 105, stock remaining is 21
Depot A 8 traded 1 product A for 8$. New balance is 113, stock remaining is 20
Depot A 8 traded 1 product A for 8$. New balance is 121, stock remaining is 19
Depot A 8 traded 1 product A for 8$. New balance is 129, stock remaining is 18
Depot A 8 traded 1 product A for 8$. New balance is 137, stock remaining is 17
Depot A 8 traded 1 product A for 8$. New balance is 145, stock remaining is 16
Depot A 8 traded 1 product A for 8$. New balance is 153, stock remaining is 15
Depot A 9 traded 1 product A for 20$. New balance is 114, stock remaining is 35
Depot A 9 traded 1 product A for 20$. New balance is 134, stock remaining is 34
Depot A 9 traded 1 product A for 20$. New balance is 154, stock remaining is 33
Depot A 9 traded 1 product A for 20$. New balance is 174, stock remaining is 32
Depot A 9 traded 1 product A for 20$. New balance is 194, stock remaining is 31
Depot A 9 traded 1 product A for 20$. New balance is 214, stock remaining is 30
Depot A 9 traded 1 product A for 20$. New balance is 234, stock remaining is 29
Depot A 9 traded 1 product A for 20$. New balance is 254, stock remaining is 28
Depot A 9 traded 1 product A for 20$. New balance is 274, stock remaining is 27
Depot A 9 traded 1 product A for 20$. New balance is 294, stock remaining is 26
Depot A 9 traded 1 product A for 20$. New balance is 314, stock remaining is 25
Depot A 9 traded 1 product A for 20$. New balance is 334, stock remaining is 24
Depot A 9 traded 1 product A for 20$. New balance is 354, stock remaining is 23
Depot A 9 traded 1 product A for 20$. New balance is 374, stock remaining is 22
Depot A 9 traded 1 product A for 20$. New balance is 394, stock remaining is 21
Depot A 9 traded 1 product A for 20$. New balance is 414, stock remaining is 20
Depot A 9 traded 1 product A for 20$. New balance is 434, stock remaining is 19
Depot A 9 traded 1 product A for 20$. New balance is 454, stock remaining is 18
Depot A 9 traded 1 product A for 20$. New balance is 474, stock remaining is 17
Depot A 9 traded 1 product A for 20$. New balance is 494, stock remaining is 16
Depot A 9 traded 1 product A for 20$. New balance is 514, stock remaining is 15
Depot A 10 traded 1 product A for 6$. New balance is 84, stock remaining is 27
Depot A 10 traded 1 product A for 6$. New balance is 90, stock remaining is 26
Depot A 10 traded 1 product A for 6$. New balance is 96, stock remaining is 25
Depot A 10 traded 1 product A for 6$. New balance is 102, stock remaining is 24
Depot A 10 traded 1 product A for 6$. New balance is 108, stock remaining is 23
Depot A 10 traded 1 product A for 6$. New balance is 114, stock remaining is 22
Depot A 10 traded 1 product A for 6$. New balance is 120, stock remaining is 21
Depot A 10 traded 1 product A for 6$. New balance is 126, stock remaining is 20
Depot A 10 traded 1 product A for 6$. New balance is 132, stock remaining is 19
Depot A 10 traded 1 product A for 6$. New balance is 138, stock remaining is 18
Depot A 10 traded 1 product A for 6$. New balance is 144, stock remaining is 17
Depot A 10 traded 1 product A for 6$. New balance is 150, stock remaining is 16
Depot A 10 traded 1 product A for 6$. New balance is 156, stock remaining is 15
Depot A 11 traded 1 product A for 10$. New balance is 72, stock remaining is 32
Depot A 11 traded 1 product A for 10$. New balance is 82, stock remaining is 31
Depot A 11 traded 1 product A for 10$. New balance is 92, stock remaining is 30
Depot A 11 traded 1 product A for 10$. New balance is 102, stock remaining is 29
Depot A 11 traded 1 product A for 10$. New balance is 112, stock remaining is 28
Depot A 11 traded 1 product A for 10$. New balance is 122, stock remaining is 27
Depot A 11 traded 1 product A for 10$. New balance is 132, stock remaining is 26
Depot A 11 traded 1 product A for 10$. New balance is 142, stock remaining is 25
Depot A 11 traded 1 product A for 10$. New balance is 152, stock remaining is 24
Depot A 11 traded 1 product A for 10$. New balance is 162, stock remaining is 23
Depot A 11 traded 1 product A for 10$. New balance is 172, stock remaining is 22
Depot A 11 traded 1 product A for 10$. New balance is 182, stock remaining is 21
Depot A 11 traded 1 product A for 10$. New balance is 192, stock remaining is 20
Depot A 11 traded 1 product A for 10$. New balance is 202, stock remaining is 19
Depot A 11 traded 1 product A for 10$. New balance is 212, stock remaining is 18
Depot A 11 traded 1 product A for 10$. New balance is 222, stock remaining is 17
Depot A 11 traded 1 product A for 10$. New balance is 232, stock remaining is 16
Depot A 11 traded 1 product A for 10$. New balance is 242, stock remaining is 15
Depot A 12 traded 1 product A for 20$. New balance is 92, stock remaining is 29
Depot A 12 traded 1 product A for 20$. New balance is 112, stock remaining is 28
Depot A 12 traded 1 product A for 20$. New balance is 132, stock remaining is 27
Depot A 12 traded 1 product A for 20$. New balance is 152, stock remaining is 26
Depot A 12 traded 1 product A for 20$. New balance is 172, stock remaining is 25
Depot A 12 traded 1 product A for 20$. New balance is 192, stock remaining is 24
Depot A 12 traded 1 product A for 20$. New balance is 212, stock remaining is 23
Depot A 12 traded 1 product A for 20$. New balance is 232, stock remaining is 22
Depot A 12 traded 1 product A for 20$. New balance is 252, stock remaining is 21
Depot A 12 traded 1 product A for 20$. New balance is 272, stock remaining is 20
Depot A 12 traded 1 product A for 20$. New balance is 292, stock remaining is 19
Depot A 12 traded 1 product A for 20$. New balance is 312, stock remaining is 18
Depot A 12 traded 1 product A for 20$. New balance is 332, stock remaining is 17
Depot A 12 traded 1 product A for 20$. New balance is 352, stock remaining is 16
Depot A 12 traded 1 product A for 20$. New balance is 372, stock remaining is 15
Depot A 13 traded 1 product A for 16$. New balance is 105, stock remaining is 19
Depot A 13 traded 1 product A for 16$. New balance is 121, stock remaining is 18
Depot A 13 traded 1 product A for 16$. New balance is 137, stock remaining is 17
Depot A 13 traded 1 product A for 16$. New balance is 153, stock remaining is 16
Depot A 13 traded 1 product A for 16$. New balance is 169, stock remaining is 15
Depot A 14 traded 1 product A for 8$. New balance is 85, stock remaining is 26
Depot A 14 traded 1 product A for 8$. New balance is 93, stock remaining is 25
Depot A 14 traded 1 product A for 8$. New balance is 101, stock remaining is 24
Depot A 14 traded 1 product A for 8$. New balance is 109, stock remaining is 23
Depot A 14 traded 1 product A for 8$. New balance is 117, stock remaining is 22
Depot A 14 traded 1 product A for 8$. New balance is 125, stock remaining is 21
Depot A 14 traded 1 product A for 8$. New balance is 133, stock remaining is 20
Depot A 14 traded 1 product A for 8$. New balance is 141, stock remaining is 19
Depot A 14 traded 1 product A for 8$. New balance is 149, stock remaining is 18
Depot A 14 traded 1 product A for 8$. New balance is 157, stock remaining is 17
Depot A 14 traded 1 product A for 8$. New balance is 165, stock remaining is 16
Depot A 14 traded 1 product A for 8$. New balance is 173, stock remaining is 15
Depot A 15 traded 1 product A for 4$. New balance is 95, stock remaining is 21
Depot A 15 traded 1 product A for 4$. New balance is 99, stock remaining is 20
Depot A 15 traded 1 product A for 4$. New balance is 103, stock remaining is 19
Depot A 15 traded 1 product A for 4$. New balance is 107, stock remaining is 18
Depot A 15 traded 1 product A for 4$. New balance is 111, stock remaining is 17
Depot A 15 traded 1 product A for 4$. New balance is 115, stock remaining is 16
Depot A 15 traded 1 product A for 4$. New balance is 119, stock remaining is 15
Depot A 16 traded 1 product A for 20$. New balance is 118, stock remaining is 36
Depot A 16 traded 1 product A for 20$. New balance is 138, stock remaining is 35
Depot A 16 traded 1 product A for 20$. New balance is 158, stock remaining is 34
Depot A 16 traded 1 product A for 20$. New balance is 178, stock remaining is 33
Depot A 16 traded 1 product A for 20$. New balance is 198, stock remaining is 32
Depot A 16 traded 1 product A for 20$. New balance is 218, stock remaining is 31
Depot A 16 traded 1 product A for 20$. New balance is 238, stock remaining is 30
Depot A 16 traded 1 product A for 20$. New balance is 258, stock remaining is 29
Depot A 16 traded 1 product A for 20$. New balance is 278, stock remaining is 28
Depot A 16 traded 1 product A for 20$. New balance is 298, stock remaining is 27
Depot A 16 traded 1 product A for 20$. New balance is 318, stock remaining is 26
Depot A 16 traded 1 product A for 20$. New balance is 338, stock remaining is 25
Depot A 16 traded 1 product A for 20$. New balance is 358, stock remaining is 24
Depot A 16 traded 1 product A for 20$. New balance is 378, stock remaining is 23
Depot A 16 traded 1 product A for 20$. New balance is 398, stock remaining is 22
Depot A 16 traded 1 product A for 20$. New balance is 418, stock remaining is 21
Depot A 16 traded 1 product A for 20$. New balance is 438, stock remaining is 20
Depot A 16 traded 1 product A for 20$. New balance is 458, stock remaining is 19
Depot A 16 traded 1 product A for 20$. New balance is 478, stock remaining is 18
Depot A 16 traded 1 product A for 20$. New balance is 498, stock remaining is 17
Depot A 16 traded 1 product A for 20$. New balance is 518, stock remaining is 16
Depot A 16 traded 1 product A for 20$. New balance is 538, stock remaining is 15
Depot A 17 traded 1 product A for 20$. New balance is 102, stock remaining is 38
Depot A 17 traded 1 product A for 20$. New balance is 122, stock remaining is 37
Depot A 17 traded 1 product A for 20$. New balance is 142, stock remaining is 36
Depot A 17 traded 1 product A for 20$. New balance is 162, stock remaining is 35
Depot A 17 traded 1 product A for 20$. New balance is 182, stock remaining is 34
Depot A 17 traded 1 product A for 20$. New balance is 202, stock remaining is 33
Depot A 17 traded 1 product A for 20$. New balance is 222, stock remaining is 32
Depot A 17 traded 1 product A for 20$. New balance is 242, stock remaining is 31
Depot A 17 traded 1 product A for 20$. New balance is 262, stock remaining is 30
Depot A 17 traded 1 product A for 20$. New balance is 282, stock remaining is 29
Depot A 17 traded 1 product A for 20$. New balance is 302, stock remaining is 28
Depot A 17 traded 1 product A for 20$. New balance is 322, stock remaining is 27
Depot A 17 traded 1 product A for 20$. New balance is 342, stock remaining is 26
Depot A 17 traded 1 product A for 20$. New balance is 362, stock remaining is 25
Depot A 17 traded 1 product A for 20$. New balance is 382, stock remaining is 24
Depot A 17 traded 1 product A for 20$. New balance is 402, stock remaining is 23
Depot A 17 traded 1 product A for 20$. New balance is 422, stock remaining is 22
Depot A 17 traded 1 product A for 20$. New balance is 442, stock remaining is 21
Depot A 17 traded 1 product A for 20$. New balance is 462, stock remaining is 20
Depot A 17 traded 1 product A for 20$. New balance is 482, stock remaining is 19
Depot A 17 traded 1 product A for 20$. New balance is 502, stock remaining is 18
Depot A 17 traded 1 product A for 20$. New balance is 522, stock remaining is 17
Depot A 17 traded 1 product A for 20$. New balance is 542, stock remaining is 16
Depot A 17 traded 1 product A for 20$. New balance is 562, stock remaining is 15
Depot A 19 traded 1 product A for 10$. New balance is 92, stock remaining is 25
Depot A 19 traded 1 product A for 10$. New balance is 102, stock remaining is 24
Depot A 19 traded 1 product A for 10$. New balance is 112, stock remaining is 23
Depot A 19 traded 1 product A for 10$. New balance is 122, stock remaining is 22
Depot A 19 traded 1 product A for 10$. New balance is 132, stock remaining is 21
Depot A 19 traded 1 product A for 10$. New balance is 142, stock remaining is 20
Depot A 19 traded 1 product A for 10$. New balance is 152, stock remaining is 19
Depot A 19 traded 1 product A for 10$. New balance is 162, stock remaining is 18
Depot A 19 traded 1 product A for 10$. New balance is 172, stock remaining is 17
Depot A 19 traded 1 product A for 10$. New balance is 182, stock remaining is 16
Depot A 19 traded 1 product A for 10$. New balance is 192, stock remaining is 15
Depot A 22 traded 1 product A for 12$. New balance is 88, stock remaining is 21
Depot A 22 traded 1 product A for 12$. New balance is 100, stock remaining is 20
Depot A 22 traded 1 product A for 12$. New balance is 112, stock remaining is 19
Depot A 22 traded 1 product A for 12$. New balance is 124, stock remaining is 18
Depot A 22 traded 1 product A for 12$. New balance is 136, stock remaining is 17
Depot A 22 traded 1 product A for 12$. New balance is 148, stock remaining is 16
Depot A 22 traded 1 product A for 12$. New balance is 160, stock remaining is 15
Depot A 23 traded 1 product A for 8$. New balance is 96, stock remaining is 23
Depot A 23 traded 1 product A for 8$. New balance is 104, stock remaining is 22
Depot A 23 traded 1 product A for 8$. New balance is 112, stock remaining is 21
Depot A 23 traded 1 product A for 8$. New balance is 120, stock remaining is 20
Depot A 23 traded 1 product A for 8$. New balance is 128, stock remaining is 19
Depot A 23 traded 1 product A for 8$. New balance is 136, stock remaining is 18
Depot A 23 traded 1 product A for 8$. New balance is 144, stock remaining is 17
Depot A 23 traded 1 product A for 8$. New balance is 152, stock remaining is 16
Depot A 23 traded 1 product A for 8$. New balance is 160, stock remaining is 15
Depot A 24 traded 1 product A for 4$. New balance is 102, stock remaining is 25
Depot A 24 traded 1 product A for 4$. New balance is 106, stock remaining is 24
Depot A 24 traded 1 product A for 4$. New balance is 110, stock remaining is 23
Depot A 24 traded 1 product A for 4$. New balance is 114, stock remaining is 22
Depot A 24 traded 1 product A for 4$. New balance is 118, stock remaining is 21
Depot A 24 traded 1 product A for 4$. New balance is 122, stock remaining is 20
Depot A 24 traded 1 product A for 4$. New balance is 126, stock remaining is 19
Depot A 24 traded 1 product A for 4$. New balance is 130, stock remaining is 18
Depot A 24 traded 1 product A for 4$. New balance is 134, stock remaining is 17
Depot A 24 traded 1 product A for 4$. New balance is 138, stock remaining is 16
Depot A 24 traded 1 product A for 4$. New balance is 142, stock remaining is 15
Depot A 26 traded 1 product A for 8$. New balance is 108, stock remaining is 33
Depot A 26 traded 1 product A for 8$. New balance is 116, stock remaining is 32
Depot A 26 traded 1 product A for 8$. New balance is 124, stock remaining is 31
Depot A 26 traded 1 product A for 8$. New balance is 132, stock remaining is 30
Depot A 26 traded 1 product A for 8$. New balance is 140, stock remaining is 29
Depot A 26 traded 1 product A for 8$. New balance is 148, stock remaining is 28
Depot A 26 traded 1 product A for 8$. New balance is 156, stock remaining is 27
Depot A 26 traded 1 product A for 8$. New balance is 164, stock remaining is 26
Depot A 26 traded 1 product A for 8$. New balance is 172, stock remaining is 25
Depot A 26 traded 1 product A for 8$. New balance is 180, stock remaining is 24
Depot A 26 traded 1 product A for 8$. New balance is 188, stock remaining is 23
Depot A 26 traded 1 product A for 8$. New balance is 196, stock remaining is 22
Depot A 26 traded 1 product A for 8$. New balance is 204, stock remaining is 21
Depot A 26 traded 1 product A for 8$. New balance is 212, stock remaining is 20
Depot A 26 traded 1 product A for 8$. New balance is 220, stock remaining is 19
Depot A 26 traded 1 product A for 8$. New balance is 228, stock remaining is 18
Depot A 26 traded 1 product A for 8$. New balance is 236, stock remaining is 17
Depot A 26 traded 1 product A for 8$. New balance is 244, stock remaining is 16
Depot A 26 traded 1 product A for 8$. New balance is 252, stock remaining is 15
Depot A 27 traded 1 product A for 4$. New balance is 65, stock remaining is 37
Depot A 27 traded 1 product A for 4$. New balance is 69, stock remaining is 36
Depot A 27 traded 1 product A for 4$. New balance is 73, stock remaining is 35
Depot A 27 traded 1 product A for 4$. New balance is 77, stock remaining is 34
Depot A 27 traded 1 product A for 4$. New balance is 81, stock remaining is 33
Depot A 27 traded 1 product A for 4$. New balance is 85, stock remaining is 32
Depot A 27 traded 1 product A for 4$. New balance is 89, stock remaining is 31
Depot A 27 traded 1 product A for 4$. New balance is 93, stock remaining is 30
Depot A 27 traded 1 product A for 4$. New balance is 97, stock remaining is 29
Depot A 27 traded 1 product A for 4$. New balance is 101, stock remaining is 28
Depot A 27 traded 1 product A for 4$. New balance is 105, stock remaining is 27
Depot A 27 traded 1 product A for 4$. New balance is 109, stock remaining is 26
Depot A 27 traded 1 product A for 4$. New balance is 113, stock remaining is 25
Depot A 27 traded 1 product A for 4$. New balance is 117, stock remaining is 24
Depot A 27 traded 1 product A for 4$. New balance is 121, stock remaining is 23
Depot A 27 traded 1 product A for 4$. New balance is 125, stock remaining is 22
Depot A 27 traded 1 product A for 4$. New balance is 129, stock remaining is 21
Depot A 27 traded 1 product A for 4$. New balance is 133, stock remaining is 20
Depot A 27 traded 1 product A for 4$. New balance is 137, stock remaining is 19
Depot A 27 traded 1 product A for 4$. New balance is 141, stock remaining is 18
Depot A 27 traded 1 product A for 4$. New balance is 145, stock remaining is 17
Depot A 27 traded 1 product A for 4$. New balance is 149, stock remaining is 16
Depot A 27 traded 1 product A for 4$. New balance is 153, stock remaining is 15
Depot A 29 traded 1 product A for 6$. New balance is 106, stock remaining is 17
Depot A 29 traded 1 product A for 6$. New balance is 112, stock remaining is 16
Depot A 29 traded 1 product A for 6$. New balance is 118, stock remaining is 15
Depot A 31 traded 1 product A for 10$. New balance is 75, stock remaining is 17
Depot A 31 traded 1 product A for 10$. New balance is 85, stock remaining is 16
Depot A 31 traded 1 product A for 10$. New balance is 95, stock remaining is 15
Depot A 32 traded 1 product A for 4$. New balance is 96, stock remaining is 22
Depot A 32 traded 1 product A for 4$. New balance is 100, stock remaining is 21
Depot A 32 traded 1 product A for 4$. New balance is 104, stock remaining is 20
Depot A 32 traded 1 product A for 4$. New balance is 108, stock remaining is 19
Depot A 32 traded 1 product A for 4$. New balance is 112, stock remaining is 18
Depot A 32 traded 1 product A for 4$. New balance is 116, stock remaining is 17
Depot A 32 traded 1 product A for 4$. New balance is 120, stock remaining is 16
Depot A 32 traded 1 product A for 4$. New balance is 124, stock remaining is 15
Depot A 33 traded 1 product A for 18$. New balance is 113, stock remaining is 37
Depot A 33 traded 1 product A for 18$. New balance is 131, stock remaining is 36
Depot A 33 traded 1 product A for 18$. New balance is 149, stock remaining is 35
Depot A 33 traded 1 product A for 18$. New balance is 167, stock remaining is 34
Depot A 33 traded 1 product A for 18$. New balance is 185, stock remaining is 33
Depot A 33 traded 1 product A for 18$. New balance is 203, stock remaining is 32
Depot A 33 traded 1 product A for 18$. New balance is 221, stock remaining is 31
Depot A 33 traded 1 product A for 18$. New balance is 239, stock remaining is 30
Depot A 33 traded 1 product A for 18$. New balance is 257, stock remaining is 29
Depot A 33 traded 1 product A for 18$. New balance is 275, stock remaining is 28
Depot A 33 traded 1 product A for 18$. New balance is 293, stock remaining is 27
Depot A 33 traded 1 product A for 18$. New balance is 311, stock remaining is 26
Depot A 33 traded 1 product A for 18$. New balance is 329, stock remaining is 25
Depot A 33 traded 1 product A for 18$. New balance is 347, stock remaining is 24
Depot A 33 traded 1 product A for 18$. New balance is 365, stock remaining is 23
Depot A 33 traded 1 product A for 18$. New balance is 383, stock remaining is 22
Depot A 33 traded 1 product A for 18$. New balance is 401, stock remaining is 21
Depot A 33 traded 1 product A for 18$. New balance is 419, stock remaining is 20
Depot A 33 traded 1 product A for 18$. New balance is 437, stock remaining is 19
Depot A 33 traded 1 product A for 18$. New balance is 455, stock remaining is 18
Depot A 33 traded 1 product A for 18$. New balance is 473, stock remaining is 17
Depot A 33 traded 1 product A for 18$. New balance is 491, stock remaining is 16
Depot A 33 traded 1 product A for 18$. New balance is 509, stock remaining is 15
Depot A 35 traded 1 product A for 4$. New balance is 74, stock remaining is 16
Depot A 35 traded 1 product A for 4$. New balance is 78, stock remaining is 15
Depot A 37 traded 1 product A for 16$. New balance is 99, stock remaining is 27
Depot A 37 traded 1 product A for 16$. New balance is 115, stock remaining is 26
Depot A 37 traded 1 product A for 16$. New balance is 131, stock remaining is 25
Depot A 37 traded 1 product A for 16$. New balance is 147, stock remaining is 24
Depot A 37 traded 1 product A for 16$. New balance is 163, stock remaining is 23
Depot A 37 traded 1 product A for 16$. New balance is 179, stock remaining is 22
Depot A 37 traded 1 product A for 16$. New balance is 195, stock remaining is 21
Depot A 37 traded 1 product A for 16$. New balance is 211, stock remaining is 20
Depot A 37 traded 1 product A for 16$. New balance is 227, stock remaining is 19
Depot A 37 traded 1 product A for 16$. New balance is 243, stock remaining is 18
Depot A 37 traded 1 product A for 16$. New balance is 259, stock remaining is 17
Depot A 37 traded 1 product A for 16$. New balance is 275, stock remaining is 16
Depot A 37 traded 1 product A for 16$. New balance is 291, stock remaining is 15
Depot A 38 traded 1 product A for 8$. New balance is 95, stock remaining is 38
Depot A 38 traded 1 product A for 8$. New balance is 103, stock remaining is 37
Depot A 38 traded 1 product A for 8$. New balance is 111, stock remaining is 36
Depot A 38 traded 1 product A for 8$. New balance is 119, stock remaining is 35
Depot A 38 traded 1 product A for 8$. New balance is 127, stock remaining is 34
Depot A 38 traded 1 product A for 8$. New balance is 135, stock remaining is 33
Depot A 38 traded 1 product A for 8$. New balance is 143, stock remaining is 32
Depot A 38 traded 1 product A for 8$. New balance is 151, stock remaining is 31
Depot A 38 traded 1 product A for 8$. New balance is 159, stock remaining is 30
Depot A 38 traded 1 product A for 8$. New balance is 167, stock remaining is 29
Depot A 38 traded 1 product A for 8$. New balance is 175, stock remaining is 28
Depot A 38 traded 1 product A for 8$. New balance is 183, stock remaining is 27
Depot A 38 traded 1 product A for 8$. New balance is 191, stock remaining is 26
Depot A 38 traded 1 product A for 8$. New balance is 199, stock remaining is 25
Depot A 38 traded 1 product A for 8$. New balance is 207, stock remaining is 24
Depot A 38 traded 1 product A for 8$. New balance is 215, stock remaining is 23
Depot A 38 traded 1 product A for 8$. New balance is 223, stock remaining is 22
Depot A 38 traded 1 product A for 8$. New balance is 231, stock remaining is 21
Depot A 38 traded 1 product A for 8$. New balance is 239, stock remaining is 20
Depot A 38 traded 1 product A for 8$. New balance is 247, stock remaining is 19
Depot A 38 traded 1 product A for 8$. New balance is 255, stock remaining is 18
Depot A 38 traded 1 product A for 8$. New balance is 263, stock remaining is 17
Depot A 38 traded 1 product A for 8$. New balance is 271, stock remaining is 16
Depot A 38 traded 1 product A for 8$. New balance is 279, stock remaining is 15
Depot A 39 traded 1 product A for 14$. New balance is 106, stock remaining is 28
Depot A 39 traded 1 product A for 14$. New balance is 120, stock remaining is 27
Depot A 39 traded 1 product A for 14$. New balance is 134, stock remaining is 26
Depot A 39 traded 1 product A for 14$. New balance is 148, stock remaining is 25
Depot A 39 traded 1 product A for 14$. New balance is 162, stock remaining is 24
Depot A 39 traded 1 product A for 14$. New balance is 176, stock remaining is 23
Depot A 39 traded 1 product A for 14$. New balance is 190, stock remaining is 22
Depot A 39 traded 1 product A for 14$. New balance is 204, stock remaining is 21
Depot A 39 traded 1 product A for 14$. New balance is 218, stock remaining is 20
Depot A 39 traded 1 product A for 14$. New balance is 232, stock remaining is 19
Depot A 39 traded 1 product A for 14$. New balance is 246, stock remaining is 18
Depot A 39 traded 1 product A for 14$. New balance is 260, stock remaining is 17
Depot A 39 traded 1 product A for 14$. New balance is 274, stock remaining is 16
Depot A 39 traded 1 product A for 14$. New balance is 288, stock remaining is 15
Depot A 43 traded 1 product A for 2$. New balance is 86, stock remaining is 16
Depot A 43 traded 1 product A for 2$. New balance is 88, stock remaining is 15
Depot A 44 traded 1 product A for 12$. New balance is 70, stock remaining is 24
Depot A 44 traded 1 product A for 12$. New balance is 82, stock remaining is 23
Depot A 44 traded 1 product A for 12$. New balance is 94, stock remaining is 22
Depot A 44 traded 1 product A for 12$. New balance is 106, stock remaining is 21
Depot A 44 traded 1 product A for 12$. New balance is 118, stock remaining is 20
Depot A 44 traded 1 product A for 12$. New balance is 130, stock remaining is 19
Depot A 44 traded 1 product A for 12$. New balance is 142, stock remaining is 18
Depot A 44 traded 1 product A for 12$. New balance is 154, stock remaining is 17
Depot A 44 traded 1 product A for 12$. New balance is 166, stock remaining is 16
Depot A 44 traded 1 product A for 12$. New balance is 178, stock remaining is 15
Depot A 45 traded 1 product A for 20$. New balance is 95, stock remaining is 23
Depot A 45 traded 1 product A for 20$. New balance is 115, stock remaining is 22
